Product,Price,KMs,Fuel,Owners,Year,Location,Brand
BMW 5 Series 530D Highline AT,1600000,64000,Diesel,1,2009,Hyderabad,BMW
BMW 5 Series 520d Sedan Mod...,3400000,44000,Diesel,1,2016,Hyderabad,BMW
BMW 5 Series 525d Sedan,1000000,122000,Diesel,1,2007,Hyderabad,BMW
BMW 5 Series 520d Sedan,1400000,87000,Diesel,1,2009,Hyderabad,BMW
BMW 3 Series 320d Sedan,1200000,73000,Diesel,1,2012,Hyderabad,BMW
Mercedes Benz M Class ML 35...,2900000,83000,Diesel,1,2012,Hyderabad,Mercedes
Mercedes Benz E Class E250 ...,2450000,45000,Diesel,1,2013,Hyderabad,Mercedes
Mercedes Benz E Class E250 ...,1500000,92000,Diesel,1,2010,Hyderabad,Mercedes
Mercedes Benz E Class E220 ...,1300000,82000,Diesel,1,2009,Hyderabad,Mercedes
Mercedes Benz C Class 220 C...,1000000,198000,Diesel,1,2011,Hyderabad,Mercedes
Mercedes Benz C Class 220 C...,1500000,85000,Diesel,1,2011,Hyderabad,Mercedes
Land Rover Range Rover Evoq...,2900000,42000,Diesel,1,2013,Hyderabad,Land
Land Rover Discovery Sport HSE,4950000,13000,Diesel,1,2018,Hyderabad,Land
Mercedes Benz CLS 350 CDI,2000000,29000,Diesel,1,2010,Hyderabad,Mercedes
Land Rover Freelander 2 SE,1500000,106000,Diesel,1,2010,Hyderabad,Land
Land Rover Freelander 2 SE,1500000,122000,Diesel,1,2011,Hyderabad,Land
Volvo S90 Momentum D4,4600000,13000,Diesel,1,2018,Hyderabad,Volvo
Skoda Laura Old Elegance 1....,400000,133000,Diesel,1,2007,Hyderabad,Skoda
Hyundai Creta SX 1.6 CRDI VGT,1100000,116389,Diesel,1,2016,Hyderabad,Hyundai
Mercedes Benz E Class E220 ...,1500000,126152,Diesel,1,2013,Hyderabad,Mercedes
Mercedes Benz M Class ML 35...,3900000,59967,Diesel,1,2014,Hyderabad,Mercedes
Honda CR V 2.4L 4WD AVN,1450000,104982,Petrol,1,2013,Hyderabad,Honda
Jeep Compass Sport 2.0 Diesel,1400000,4840,Diesel,1,2018,Hyderabad,Jeep
Toyota Land Cruiser Prado VX L,4500000,170000,Diesel,1,2013,Hyderabad,Toyota
Maruti Suzuki New Swift DZi...,670000,81000,Diesel,1,2015,Hyderabad,Maruti
Renault Duster RxL Diesel 85PS,495000,120000,Diesel,1,2012,Hyderabad,Renault
Hyundai i10 Magna,325000,53000,Petrol,1,2010,Hyderabad,Hyundai
Hyundai i10 Magna 1.2 Kappa2,340000,68000,Petrol,1,2011,Hyderabad,Hyundai
BMW 7 Series 730Ld M Sport,6800000,23000,Diesel,1,2016,Hyderabad,BMW
Mercedes Benz E Class E 220 d,7150000,1502,Diesel,,2018,Hyderabad,Mercedes
Toyota Innova Crysta 2.4 VX...,1750000,97000,Diesel,1,2017,Hyderabad,Toyota
Audi A4 2.0 TDI Multitronic...,1850000,61182,Diesel,1,2013,Hyderabad,Audi
Jaguar XJ L 3.0 Petrol,2800000,53000,Petrol,1,2010,Hyderabad,Jaguar
Maruti Suzuki Swift VDi,540000,66431,Diesel,1,2014,Hyderabad,Maruti
Hyundai Verna CRDI VGT SX A...,350000,104557,Diesel,1,2009,Hyderabad,Hyundai
Maruti Suzuki Swift VDi,600000,65000,Diesel,1,2016,Hyderabad,Maruti
Maruti Suzuki SX4 ZXi,280000,53888,Petrol,1,2007,Hyderabad,Maruti
Audi A4 2.0 TDI Premium+,1950000,73000,Diesel,1,2015,Hyderabad,Audi
Hyundai Creta SX 1.6 CRDi (O),1425000,46000,Diesel,1,2018,Hyderabad,Hyundai
Mahindra Bolero Power Plus ZLX,620000,90000,Diesel,1,2016,Hyderabad,Mahindra
Hyundai i10 Sportz 1.2,340000,70000,Petrol,1,2010,Hyderabad,Hyundai
Maruti Suzuki Swift DZire T...,675000,75000,Diesel,1,2018,Hyderabad,Maruti
Hyundai i20 Asta 1.4 CRDI,540000,79000,Diesel,1,2013,Hyderabad,Hyundai
Ford Endeavour Titanium 3.2...,2200000,74000,Diesel,1,2016,Hyderabad,Ford
Chevrolet Beat LT Diesel,285000,61185,Diesel,1,2012,Hyderabad,Chevrolet
Mahindra Scorpio S10,1070000,84000,Diesel,1,2015,Hyderabad,Mahindra
Maruti Suzuki S Cross Zeta ...,785000,112218,Diesel,1,2016,Hyderabad,Maruti
Toyota Innova 2.5 G (Diesel...,595000,200000,Diesel,1,2007,Hyderabad,Toyota
Chevrolet Optra Magnum LT 2...,350000,59334,Diesel,1,2012,Hyderabad,Chevrolet
Mahindra Bolero Power Plus LX,760000,74000,Diesel,1,2017,Hyderabad,Mahindra
Maruti Suzuki Ritz Vdi BS IV,460000,75379,Diesel,1,2014,Hyderabad,Maruti
Maruti Suzuki Alto LXI BS IV,210000,72652,Petrol,1,2010,Hyderabad,Maruti
Toyota Etios GD,510000,104549,Diesel,1,2014,Hyderabad,Toyota
Maruti Suzuki Swift VDi,620000,31000,Diesel,1,2015,Hyderabad,Maruti
BMW 5 Series 520d Sedan,2200000,35142,Diesel,1,2013,Hyderabad,BMW
Toyota Corolla Altis D 4D J(S),650000,91936,Diesel,1,2013,Hyderabad,Toyota
Toyota Innova 2.5 V 7 STR,1150000,84000,Diesel,1,2012,Hyderabad,Toyota
Maruti Suzuki Ertiga ZDI Pl...,919000,37400,Diesel,2,2016,Hyderabad,Maruti
Maruti Suzuki Swift VDi BS IV,330000,133000,Diesel,1,2010,Hyderabad,Maruti
Maruti Suzuki Alto 800 LXI CNG,260000,69000,CNG,1,2012,Hyderabad,Maruti
Jeep Compass Limited (O) 2....,1850000,33000,Diesel,1,2018,Hyderabad,Jeep
Maruti Suzuki Ciaz VDi+,650000,45524,Diesel,1,2014,Hyderabad,Maruti
Toyota Etios V,690000,33000,Petrol,1,2017,Hyderabad,Toyota
Toyota Corolla Altis D 4D G,490000,154000,Diesel,1,2010,Hyderabad,Toyota
Mercedes Benz E Class E250 ...,1250000,85000,Petrol,1,2010,Hyderabad,Mercedes
Audi Q3 2.0 TDI Quattro Pre...,1675000,93000,Diesel,1,2012,Hyderabad,Audi
Ford Figo Titanium 1.5 Ti-V...,600000,19000,Petrol,1,2016,Hyderabad,Ford
Maruti Suzuki Eeco 7 STR,395000,21064,Petrol,1,2016,Hyderabad,Maruti
Maruti Suzuki Wagon R 1.0 M...,295000,75065,Petrol,1,2010,Hyderabad,Maruti
Mercedes Benz E Class E250 ...,2900000,48759,Diesel,1,2016,Hyderabad,Mercedes
Volkswagen Polo Highline1.2...,525000,30000,Diesel,1,2013,Hyderabad,Volkswagen
Mitsubishi Pajero Sport 2.5...,975000,120000,Diesel,1,2014,Hyderabad,Mitsubishi
Honda City VX(O) 1.5L i-VTE...,1025000,28000,Petrol,1,2018,Hyderabad,Honda
Maruti Suzuki Alto LXI,215000,66000,Petrol,1,2011,Hyderabad,Maruti
Maruti Suzuki New Swift DZi...,725000,90321,Diesel,1,2016,Hyderabad,Maruti
Maruti Suzuki Swift VDi,570000,70000,Diesel,1,2014,Hyderabad,Maruti
Maruti Suzuki Swift Dzire VDi,690000,97000,Diesel,1,2015,Hyderabad,Maruti
Hyundai Grand i10 Magna 1.1...,540000,65000,Diesel,1,2016,Hyderabad,Hyundai
Maruti Suzuki Swift Dzire VDi,550000,99000,Diesel,1,2013,Hyderabad,Maruti
Toyota Innova 2.5 V 7 STR,635000,230000,Diesel,1,2008,Hyderabad,Toyota
Hyundai i10 Era iRDE2,360000,58000,Petrol,1,2012,Hyderabad,Hyundai
Hyundai i10 Magna,310000,67000,Petrol,1,2010,Hyderabad,Hyundai
Hyundai i10 Magna,290000,68000,Petrol,1,2009,Hyderabad,Hyundai
Maruti Suzuki Swift VDi ABS,520000,75000,Diesel,1,2014,Hyderabad,Maruti
Tata Nexon XT Diesel,830000,43301,Diesel,1,2017,Hyderabad,Tata
Renault Duster RxL Diesel 85PS,450000,125548,Diesel,1,2012,Hyderabad,Renault
Maruti Suzuki Omni 8 STR BS IV,260000,16049,Petrol,1,2014,Hyderabad,Maruti
Hyundai Santro GS zipDrive ...,105000,82772,Petrol,1,2001,Hyderabad,Hyundai
Mercedes Benz M Class ML 35...,3500000,59930,Diesel,1,2015,Hyderabad,Mercedes
Volkswagen Vento 1.5 TDI Hi...,675000,72000,Diesel,1,2015,Hyderabad,Volkswagen
Audi A6 35 TDI Matrix,3200000,52000,Diesel,1,2016,Hyderabad,Audi
BMW 3 Series 320d Highline ...,750000,73000,Diesel,2,2008,Hyderabad,BMW
Maruti Suzuki Wagon R 1.0 VXi,420000,41000,Petrol,1,2015,Hyderabad,Maruti
Mercedes Benz E Class E250 ...,2450000,34000,Diesel,1,2014,Hyderabad,Mercedes
Maruti Suzuki Vitara Brezza...,1000000,30000,Diesel,1,2017,Hyderabad,Maruti
Maruti Suzuki Vitara Brezza...,1000000,16000,Diesel,1,2018,Hyderabad,Maruti
Tata Manza VX Quadrajet90 B...,395000,55000,Diesel,1,2014,Hyderabad,Tata
Maruti Suzuki New Swift DZi...,725000,36000,Diesel,1,2016,Hyderabad,Maruti
Honda Brio VX MT,450000,26000,Petrol,1,2014,Hyderabad,Honda
Renault Duster RxL Diesel 1...,525000,117000,Diesel,1,2012,Hyderabad,Renault
Mercedes Benz SLK Class SLK...,3800000,16000,Petrol,1,2013,Hyderabad,Mercedes
Skoda Rapid 1.6 MPI Style P...,699000,31800,Petrol,1,2016,Hyderabad,Skoda
Mahindra Scorpio SLX 2.6 Tu...,330000,87000,Diesel,1,2007,Hyderabad,Mahindra
Maruti Suzuki New Swift DZi...,690000,36000,Diesel,1,2016,Hyderabad,Maruti
Honda Amaze SX MT Diesel,650000,78321,Diesel,1,2017,Hyderabad,Honda
Maruti Suzuki Ciaz VXi,675000,65321,Petrol,1,2016,Hyderabad,Maruti
BMW 3 Series 320d Highline ...,850000,64500,Diesel,1,2009,Hyderabad,BMW
Maruti Suzuki Ertiga ZDI BS...,730000,108000,Diesel,1,2014,Hyderabad,Maruti
Honda City ZX GXi,375000,92000,Petrol,1,2008,Hyderabad,Honda
Mercedes Benz CLA Class 200...,1900000,28000,Diesel,1,2014,Hyderabad,Mercedes
Maruti Suzuki Celerio VXi A...,425000,31999,Petrol,1,2015,Hyderabad,Maruti
Maruti Suzuki Swift Dzire ZXi,375000,29448,Petrol,1,2008,Hyderabad,Maruti
Maruti Suzuki Swift Dzire VDi,670000,93000,Diesel,1,2016,Hyderabad,Maruti
Toyota Etios GD,575000,71445,Diesel,1,2015,Hyderabad,Toyota
Maruti Suzuki Alto K10 VXi,365000,63343,Petrol,1,2016,Hyderabad,Maruti
Skoda Octavia Elegance 1.9 TDI,370000,190000,Diesel,2,2007,Hyderabad,Skoda
Nissan Micra XV Diesel,330000,130000,Diesel,1,2011,Hyderabad,Nissan
Maruti Suzuki Swift VXI (O),575000,45692,Petrol,1,2016,Hyderabad,Maruti
Mahindra Scorpio S10,1150000,90000,Diesel,1,2016,Hyderabad,Mahindra
Toyota Innova Crysta 2.4 G ...,1475000,160000,Diesel,1,2016,Hyderabad,Toyota
Toyota Innova 2.5 ZX (Diese...,1325000,70821,Diesel,2,2014,Hyderabad,Toyota
Honda City ZX Diesel,1380000,10642,Diesel,1,2018,Hyderabad,Honda
Honda Jazz VX 1.2L i-VTEC,815000,12786,Petrol,1,2019,Hyderabad,Honda
Maruti Suzuki Baleno Zeta D...,825000,33000,Diesel,1,2018,Hyderabad,Maruti
Mahindra Alturas G4 4WD AT,2950000,11000,Diesel,1,2019,Hyderabad,Mahindra
Skoda Superb L&K TDI AT,2200000,49000,Diesel,1,2017,Hyderabad,Skoda
Maruti Suzuki Swift Dzire VDi,380000,54457,Diesel,1,2008,Hyderabad,Maruti
Hyundai Grand i10 4 Speed A...,580000,23421,Petrol,1,2015,Hyderabad,Hyundai
Toyota Land Cruiser Prado TX,750000,181048,Diesel,1,,Hyderabad,Toyota
Tata Nano Twist XT,195000,39314,Petrol,1,2014,Hyderabad,Tata
Toyota Innova 2.5 GX 7 STR ...,1300000,96000,Diesel,1,2016,Hyderabad,Toyota
Mercedes Benz E Class E 250...,2575000,45000,Diesel,1,2015,Hyderabad,Mercedes
Mercedes Benz M Class ML 320,1800000,127000,Petrol,2,2008,Hyderabad,Mercedes
Ford Mustang GT Fastback 5....,5000000,20000,Petrol,1,2016,Hyderabad,Ford
Maruti Suzuki New Swift DZi...,785000,89642,Diesel,1,2017,Hyderabad,Maruti
Hyundai i20 Active 1.4 U2 C...,685000,71000,Diesel,1,2015,Hyderabad,Hyundai
Mercedes Benz GLE 350 d,5900000,9000,Diesel,1,2017,Hyderabad,Mercedes
Hyundai i10 Era,275000,66839,Petrol,1,2009,Hyderabad,Hyundai
Mahindra Scorpio S10 4WD,1025000,150000,Diesel,1,2015,Hyderabad,Mahindra
Hyundai Elite i20 Asta 1.4 ...,875000,53212,Diesel,1,2018,Hyderabad,Hyundai
Maruti Suzuki Vitara Brezza...,1080000,42078,Diesel,1,2019,Hyderabad,Maruti
Mahindra Scorpio SLX 2.6 Tu...,315000,166875,Diesel,1,2007,Hyderabad,Mahindra
Maruti Suzuki Alto LXI,250000,84058,Petrol,1,2012,Hyderabad,Maruti
Mercedes Benz E Class E 220...,6450000,3100,Diesel,,2019,Hyderabad,Mercedes
Jaguar F Pace First Edition,5299999,6755,Petrol,1,2018,Hyderabad,Jaguar
Volkswagen Polo Highline1.2...,645000,26000,Petrol,1,2016,Hyderabad,Volkswagen
Mercedes Benz GLC 220 d,3900000,43000,Diesel,1,2016,Hyderabad,Mercedes
Mercedes Benz E Class E 250...,2630000,44255,Diesel,1,2016,Hyderabad,Mercedes
Mercedes Benz E Class E 220...,6500000,4500,Diesel,,2019,Hyderabad,Mercedes
Maruti Suzuki Alto LXI,220000,65343,Petrol,1,2010,Hyderabad,Maruti
BMW X1 sDrive20d,1150000,99530,Diesel,1,2012,Hyderabad,BMW
Hyundai Eon Era +,285000,47000,Petrol,1,2012,Hyderabad,Hyundai
Hyundai Creta SX+ 1.6 U2 VG...,1320000,42726,Diesel,1,2016,Hyderabad,Hyundai
Maruti Suzuki Swift LDi,475000,57138,Diesel,1,2013,Hyderabad,Maruti
Maruti Suzuki Celerio VXi,425000,38000,Petrol,1,2017,Hyderabad,Maruti
Skoda Rapid 1.5 TDI CR Ambi...,575000,63000,Diesel,1,2014,Hyderabad,Skoda
Toyota Innova 2.5 G (Diesel...,925000,121144,Diesel,1,2013,Hyderabad,Toyota
Maruti Suzuki Alto LXI BS IV,250000,108419,Petrol,1,2012,Hyderabad,Maruti
Maruti Suzuki Swift VDi,460000,85446,Diesel,1,2012,Hyderabad,Maruti
Volkswagen Vento 1.6L MT Hi...,625000,81000,Diesel,1,2014,Hyderabad,Volkswagen
Volvo XC60 Kinetic D4,1425000,123000,Diesel,1,2012,Hyderabad,Volvo
Volkswagen Vento 1.5 TDI Hi...,725000,79000,Diesel,1,2015,Hyderabad,Volkswagen
Chevrolet Cruze 2.0 LTZ MT BS4,475000,62000,Diesel,1,2012,Hyderabad,Chevrolet
Audi S4 3.0 TFSI quattro Te...,2650000,65000,Petrol,1,2013,Hyderabad,Audi
Maruti Suzuki Vitara Brezza...,925000,58000,Diesel,1,2017,Hyderabad,Maruti
Tata Sumo Gold CX PS BS III,345000,162000,Diesel,1,2015,Hyderabad,Tata
Hyundai Verna Fluidic 1.6 C...,580000,78000,Diesel,1,2012,Hyderabad,Hyundai
Toyota Innova 2.5 G (Diesel...,920000,170000,Diesel,1,2012,Hyderabad,Toyota
BMW 5 Series 525d Touring,950000,100094,Diesel,1,2005,Hyderabad,BMW
Tata Bolt XE Diesel Quadraj...,380000,76307,Diesel,1,2017,Hyderabad,Tata
Maruti Suzuki SX4 MC ZDI,390000,148564,Diesel,1,2011,Hyderabad,Maruti
Maruti Suzuki Swift Dzire VDi,480000,99366,Diesel,1,2012,Hyderabad,Maruti
Honda Amaze S MT Diesel,520000,88235,Diesel,1,2014,Hyderabad,Honda
Hyundai Verna CRDI VGT 1.5,330000,72000,Diesel,1,2010,Hyderabad,Hyundai
Mercedes Benz M Class ML 250,3650000,40000,Diesel,1,2014,Hyderabad,Mercedes
Jaguar XJ L 3.0 V6 Portfolio,5500000,14000,Diesel,1,2014,Hyderabad,Jaguar
BMW 6 Series GT 630d Luxury...,6400000,12000,Diesel,1,2018,Hyderabad,BMW
Mercedes Benz C Class 220 C...,2950000,30000,Diesel,1,2016,Hyderabad,Mercedes
Mercedes Benz C Class 220 C...,2900000,18000,Diesel,1,2015,Hyderabad,Mercedes
Porsche Cayenne Platinum Ed...,6150000,28000,Diesel,1,2015,Hyderabad,Porsche
Audi A4 35 TDI Premium Sunroof,2450000,30000,Diesel,1,2016,Hyderabad,Audi
Maruti Suzuki Omni 8 STR BS IV,310000,49504,Petrol,1,2016,Hyderabad,Maruti
Maruti Suzuki Alto K10 VXi,265000,45184,Petrol,1,2012,Hyderabad,Maruti
Hyundai Grand i10 Sportz (O...,625000,44700,Petrol,2,2018,Hyderabad,Hyundai
Maruti Suzuki Ciaz ZXi,649000,41900,Petrol,2,2015,Hyderabad,Maruti
Mercedes Benz AMG GT S,12500000,7000,Petrol,1,2016,Hyderabad,Mercedes
BMW X1 sDrive20d xLine,3500000,30000,Diesel,1,2018,Hyderabad,BMW
Audi A6 2.0 TDI Premium+,2500000,50000,Diesel,1,2014,Hyderabad,Audi
Honda City V 1.5L i-DTEC,1160000,24785,Diesel,1,2019,Hyderabad,Honda
Maruti Suzuki New Swift DZi...,740000,105000,Diesel,1,2017,Hyderabad,Maruti
Audi A4 35 TDI Premium Sunroof,2550000,8000,Diesel,1,2016,Hyderabad,Audi
Maruti Suzuki Vitara Brezza...,875000,54000,Diesel,1,2017,Hyderabad,Maruti
Maruti Suzuki SX4 ZDI,350000,70259,Diesel,1,2011,Hyderabad,Maruti
Toyota Etios D 4D GD,550000,82520,Diesel,1,2016,Hyderabad,Toyota
Toyota Innova Crysta 2.4 ZX...,1750000,90000,Diesel,1,2016,Hyderabad,Toyota
Maruti Suzuki Vitara Brezza...,975000,60484,Diesel,1,2019,Hyderabad,Maruti
Ford EcoSport 1.5 TDCi Tita...,850000,32865,Diesel,1,2016,Hyderabad,Ford
Honda Brio VX MT,465000,26679,Petrol,1,2014,Hyderabad,Honda
Maruti Suzuki Vitara Brezza...,1050000,31000,Diesel,1,2018,Hyderabad,Maruti
Maruti Suzuki Dzire VDI,750000,83064,Diesel,1,2018,Hyderabad,Maruti
Maruti Suzuki Swift VDi,490000,63000,Diesel,1,2013,Hyderabad,Maruti
Maruti Suzuki Vitara Brezza...,930000,64000,Diesel,1,2017,Hyderabad,Maruti
Mahindra Alturas G4 4WD AT,2900000,36000,Diesel,1,2019,Hyderabad,Mahindra
Volvo V40 D3 Kinetic,1495000,75000,Diesel,1,2015,Hyderabad,Volvo
Toyota Innova Crysta 2.4 ZX...,1950000,64000,Diesel,1,2017,Hyderabad,Toyota
Hyundai Verna Fluidic 1.6 C...,525000,72000,Diesel,1,2011,Hyderabad,Hyundai
Maruti Suzuki Vitara Brezza...,830000,54000,Diesel,1,2017,Hyderabad,Maruti
Hyundai Verna Fluidic 1.6 C...,510000,75000,Diesel,1,2011,Hyderabad,Hyundai
Toyota Innova 2.5 GX (Diese...,1350000,189881,Diesel,1,2015,Hyderabad,Toyota
Maruti Suzuki Vitara Brezza...,890000,59188,Diesel,2,2017,Hyderabad,Maruti
Maruti Suzuki Vitara Brezza...,850000,59000,Diesel,1,2017,Hyderabad,Maruti
Honda Brio S MT,380000,59000,Petrol,1,2013,Hyderabad,Honda
Maruti Suzuki Swift VDi,490000,69000,Diesel,1,2013,Hyderabad,Maruti
Maruti Suzuki Omni 8 STR BS IV,255000,58000,Petrol,1,2015,Hyderabad,Maruti
Maruti Suzuki S Cross Zeta ...,870000,100000,Diesel,1,2017,Hyderabad,Maruti
Maruti Suzuki Celerio Zdi,460000,48000,Diesel,1,2015,Hyderabad,Maruti
Hyundai Elite i20 1.4 U2 CR...,730000,53000,Diesel,1,2018,Hyderabad,Hyundai
Maruti Suzuki Vitara Brezza...,960000,36000,Diesel,1,2018,Hyderabad,Maruti
Maruti Suzuki S Cross Zeta ...,870000,64000,Diesel,1,2017,Hyderabad,Maruti
Toyota Innova 2.5 G (Diesel...,849000,169818,Diesel,2,2011,Hyderabad,Toyota
Hyundai Creta SX 1.6 AT CRDi,1325000,57000,Diesel,1,2018,Hyderabad,Hyundai
Tata Safari 4x2 GX DICOR BS IV,375000,134186,Diesel,1,2011,Hyderabad,Tata
Audi A4 1.8 TFSI Premium+,1150000,95000,Petrol,1,2011,Hyderabad,Audi
Maruti Suzuki Swift LDi BS IV,345000,130602,Diesel,1,2010,Hyderabad,Maruti
Hyundai Creta SX Plus 1.6 A...,1375000,79000,Diesel,1,2017,Hyderabad,Hyundai
Mercedes Benz E Class E 220...,5725000,6666,Diesel,,2019,Hyderabad,Mercedes
Maruti Suzuki Wagon R VXI,225000,75000,Petrol,1,2008,Hyderabad,Maruti
Hyundai Creta SX 1.6 CRDI VGT,1075000,67000,Diesel,1,2015,Hyderabad,Hyundai
Volvo V40 D3 Kinetic,1650000,36000,Diesel,1,2015,Hyderabad,Volvo
Toyota Innova Crysta 2.4 G ...,1585000,59756,Diesel,1,2016,Hyderabad,Toyota
Jaguar XJ L 3.0 V6 Portfolio,6500000,30000,Diesel,1,2016,Hyderabad,Jaguar
BMW 7 Series 730Ld Sedan,2450000,120000,Diesel,1,2011,Hyderabad,BMW
Ford Fiesta ZXi 1.4 TDCi,280000,85000,Diesel,1,2010,Hyderabad,Ford
Audi A8 L 3.0 TDI quattro S...,5500000,25000,Diesel,1,2015,Hyderabad,Audi
Maruti Suzuki Alto LXI,170000,85328,Petrol,1,2007,Hyderabad,Maruti
Maruti Suzuki Swift VDi,490000,70000,Diesel,1,2013,Hyderabad,Maruti
Maruti Suzuki Swift Old VDi,345000,178000,Diesel,1,2008,Hyderabad,Maruti
Maruti Suzuki Vitara Brezza...,970000,36027,Diesel,1,2018,Hyderabad,Maruti
Volvo XC60 Summum D5 AWD AT,2500000,60321,Diesel,1,2014,Hyderabad,Volvo
Audi Q3 2.0 TDI Quattro Pre...,2075000,62000,Diesel,1,2014,Hyderabad,Audi
Hyundai Elite i20 1.2 Kappa...,690000,25000,Petrol,1,2017,Hyderabad,Hyundai
Maruti Suzuki Omni E MPI ST...,310000,37878,Petrol,1,2016,Hyderabad,Maruti
Maruti Suzuki Swift VDi ABS,575000,115000,Diesel,1,2015,Hyderabad,Maruti
Nissan Micra XV Petrol Active,425000,64000,Petrol,1,2014,Hyderabad,Nissan
Mercedes Benz GLC 220 d,3650000,44255,Diesel,1,2016,Hyderabad,Mercedes
Mercedes Benz E Class E 250...,2550000,44580,Diesel,1,2016,Hyderabad,Mercedes
Mercedes Benz E Class E 350 d,5300000,31085,Diesel,1,2017,Hyderabad,Mercedes
Honda Amaze S MT Diesel,525000,88000,Diesel,1,2015,Hyderabad,Honda
Toyota Innova Crysta 2.4 G ...,1795000,65000,Diesel,1,2019,Hyderabad,Toyota
Skoda Superb 2.0 TDI CR AT ...,825000,85066,Diesel,1,2011,Hyderabad,Skoda
Maruti Suzuki SX4 MC ZDI,395000,148564,Diesel,1,2011,Hyderabad,Maruti
BMW 7 Series 730Ld DPE (CBU),5450000,22000,Diesel,1,2015,Hyderabad,BMW
Mercedes Benz E Class E250 ...,2950000,30000,Diesel,1,2014,Hyderabad,Mercedes
Mercedes Benz E Class E 220...,7200000,2419,Diesel,,2020,Hyderabad,Mercedes
Mercedes Benz E Class E 200,7150000,1908,Petrol,,2020,Hyderabad,Mercedes
Jaguar XF Aero-sport,3500000,20000,Diesel,1,2015,Hyderabad,Jaguar
BMW 6 Series GT 630d M Sport,4300000,15000,Diesel,1,2018,Hyderabad,BMW
Maruti Suzuki Wagon R 1.0 M...,450000,66000,Petrol,1,2015,Hyderabad,Maruti
Maruti Suzuki Celerio VXi,420000,70000,Petrol,1,2015,Hyderabad,Maruti
Maruti Suzuki Eeco 5 STR,390000,56000,Petrol,1,2015,Hyderabad,Maruti
Hyundai Verna Fluidic 1.6 C...,620000,79000,Diesel,1,2014,Hyderabad,Hyundai
Hyundai Grand i10 Magna 1.1...,425000,63000,Diesel,1,2014,Hyderabad,Hyundai
Hyundai Verna Fluidic 1.6 C...,625000,92000,Diesel,1,2014,Hyderabad,Hyundai
Hyundai i10 Magna 1.2,230000,81000,Petrol,1,2008,Hyderabad,Hyundai
Hyundai i10 Era iRDE2,310000,32000,Petrol,1,2011,Hyderabad,Hyundai
Toyota Innova 2.5 GX (Diese...,1175000,85821,Diesel,1,2015,Hyderabad,Toyota
Mahindra TUV300 T10,975000,26010,Diesel,1,2018,Hyderabad,Mahindra
Toyota Innova Crysta 2.4 G ...,1575000,39588,Diesel,1,2017,Hyderabad,Toyota
Mercedes Benz B Class B180,1275000,85000,Petrol,1,2013,Hyderabad,Mercedes
Toyota Fortuner 2.8 4x4 AT,3150000,36000,Diesel,1,2018,Hyderabad,Toyota
Volkswagen Polo GT TDI,675000,47268,Diesel,1,2017,Hyderabad,Volkswagen
Maruti Suzuki Swift VDi ABS,750000,16258,Diesel,1,2019,Hyderabad,Maruti
Maruti Suzuki Swift VDi,750000,21216,Diesel,1,2019,Hyderabad,Maruti
Renault Lodgy RxL 110PS,585000,23481,Diesel,1,2015,Hyderabad,Renault
Maruti Suzuki Swift VDi,599999,58000,Diesel,1,2016,Hyderabad,Maruti
Ford Figo Aspire 1.5 TDCi A...,585000,85707,Diesel,1,2016,Hyderabad,Ford
Hyundai Eon Magna +,300000,50312,Petrol,1,2013,Hyderabad,Hyundai
Hyundai Eon Era + LPG,290000,42556,LPG,1,2013,Hyderabad,Hyundai
Hyundai Venue S 1.2 Petrol,785000,12816,Petrol,1,2020,Hyderabad,Hyundai
Volkswagen Vento Highline D...,385000,109380,Diesel,1,2012,Hyderabad,Volkswagen
Maruti Suzuki Baleno Delta ...,628000,23899,Petrol,1,2017,Hyderabad,Maruti
Maruti Suzuki Celerio VXi,425000,75699,Petrol,1,2019,Hyderabad,Maruti
Mahindra Quanto C6,335000,71407,Diesel,1,2012,Hyderabad,Mahindra
Maruti Suzuki Alto LXI,195000,32005,Petrol,1,2010,Hyderabad,Maruti
Maruti Suzuki Swift VDi,670000,51312,Diesel,1,2017,Hyderabad,Maruti
Volkswagen Vento 1.5 TDI Co...,680000,87846,Diesel,1,2015,Hyderabad,Volkswagen
Honda Amaze 1.5 S i-DTEC,450000,113724,Diesel,1,2014,Hyderabad,Honda
Skoda Rapid 1.5 TDI CR Ambi...,570000,98603,Diesel,1,2014,Hyderabad,Skoda
Hyundai Eon Era +,250000,53269,Petrol,1,2012,Hyderabad,Hyundai
Maruti Suzuki Celerio VXi (O),405000,66541,Petrol,1,2016,Hyderabad,Maruti
Maruti Suzuki Celerio X Zxi...,525000,28719,Petrol,1,2018,Hyderabad,Maruti
Hyundai Getz GVS,205000,87100,Petrol,1,2008,Hyderabad,Hyundai
Mahindra XUV500 W8 FWD,950000,78000,Diesel,1,2015,Hyderabad,Mahindra
Maruti Suzuki Ritz Vxi BS IV,265000,72000,Petrol,1,2011,Hyderabad,Maruti
Toyota Corolla Altis 1.8 J,825000,75000,Diesel,1,2016,Hyderabad,Toyota
Maruti Suzuki Swift Dzire LXi,480000,82000,Petrol,1,2013,Hyderabad,Maruti
Ford EcoSport 1.5 TDCi Ambi...,575000,81000,Diesel,1,2014,Hyderabad,Ford
Maruti Suzuki Eeco 5 STR WI...,380000,390000,Petrol,1,2017,Hyderabad,Maruti
Maruti Suzuki Swift VXi,550000,32000,Petrol,1,2017,Hyderabad,Maruti
